試合ID,試合日,曜日,リーグ区分,ホーム/ビジター,球団,対戦球団,投手フルネーム,登板順,登板区分,結果,投球数,打者,投球回,投球回(アウト),奪三振,暴投,ボーク,失点,自責点,試合防御率
20260808_DB-C_17,2026-08-08,土,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,辻 大雅,2,救援,H,13,4,1,3,1,0,0,0,0,0.00
20260808_DB-C_17,2026-08-08,土,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,遠藤 淳志,3,救援,H,24,4,1,3,1,0,0,0,0,0.00
20260808_DB-C_17,2026-08-08,土,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,髙 太一,4,救援,,20,4,1,3,0,0,0,1,1,9.00
20260808_DB-C_17,2026-08-08,土,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,森浦 大輔,5,救援,H,15,4,1,3,0,0,0,0,0,0.00
20260808_DB-C_17,2026-08-08,土,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,菊地 ハルン,6,救援,H,17,3,1,3,0,0,0,0,0,0.00
20260808_DB-C_17,2026-08-08,土,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,黒原 拓未,7,救援,H,5,2,0.1,1,0,0,0,0,0,0.00
20260808_DB-C_17,2026-08-08,土,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,アドゥワ 誠,8,救援,敗,21,5,0.2,2,1,0,0,1,1,13.50
20260808_T-D_18,2026-08-08,土,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,伊原 陵人,1,先発,敗,77,21,4.1,13,3,0,0,5,1,2.08
20260808_T-D_18,2026-08-08,土,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,神宮 僚介,2,救援,,15,3,0.2,2,1,0,0,0,0,0.00
20260808_T-D_18,2026-08-08,土,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,門別 啓人,3,救援,,41,12,2,6,2,0,0,2,2,9.00
20260808_T-D_18,2026-08-08,土,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,湯浅 京己,4,救援,,15,5,1,3,0,0,0,0,0,0.00
20260808_T-D_18,2026-08-08,土,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,Ａ．セベリーノ,5,救援,,16,4,1,3,2,0,0,0,0,0.00
20260808_L-H_19,2026-08-08,土,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,福岡ソフトバンクホークス,隅田 知一郎,1,先発,,108,29,7,21,5,0,0,1,1,1.29
20260808_L-H_19,2026-08-08,土,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,福岡ソフトバンクホークス,篠原 響,2,救援,勝,17,3,1,3,1,0,0,0,0,0.00
20260808_L-H_19,2026-08-08,土,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,福岡ソフトバンクホークス,甲斐野 央,3,救援,S,14,4,1,3,0,0,0,0,0,0.00
20260808_M-B_19,2026-08-08,土,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,オリックス・バファローズ,Ａ．ジャクソン,1,先発,勝,111,27,7,21,3,0,0,0,0,0.00
20260808_M-B_19,2026-08-08,土,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,オリックス・バファローズ,鈴木 昭汰,2,救援,,22,3,1,3,0,0,0,0,0,0.00
20260808_M-B_19,2026-08-08,土,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,オリックス・バファローズ,横山 陸人,3,救援,,16,6,1,3,0,0,0,1,1,9.00
20260808_T-D_18,2026-08-08,土,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,Ｋ．マラー,1,先発,勝,92,29,7,21,6,0,0,1,0,0.00
20260808_T-D_18,2026-08-08,土,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,吉田 聖弥,2,救援,,25,6,1,3,2,0,0,0,0,0.00
20260808_T-D_18,2026-08-08,土,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,草加 勝,3,救援,,20,4,1,3,0,0,0,0,0,0.00
20260808_G-S_18,2026-08-08,土,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,高橋 奎二,1,先発,敗,55,16,2+,6,2,0,0,6,6,27.00
20260808_G-S_18,2026-08-08,土,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,荘司 宏太,2,救援,,33,8,2,6,1,0,0,0,0,0.00
20260808_G-S_18,2026-08-08,土,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,Ｎ．ウォルターズ,3,救援,,14,4,1,3,0,0,0,0,0,0.00
20260808_G-S_18,2026-08-08,土,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,Ｊ．リランソ,4,救援,,15,4,1,3,2,0,0,0,0,0.00
20260808_G-S_18,2026-08-08,土,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,丸山 翔大,5,救援,,17,6,1,3,0,0,0,2,2,18.00
20260808_G-S_18,2026-08-08,土,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,田口 麗斗,6,救援,,12,3,1,3,0,0,0,0,0,0.00
20260808_F-E_18,2026-08-08,土,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,早川 隆久,1,先発,勝,106,29,8,24,7,0,0,0,0,0.00
20260808_F-E_18,2026-08-08,土,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,Ｙ．マルテ,2,救援,,20,4,1,3,1,0,0,0,0,0.00
20260808_G-S_18,2026-08-08,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,竹丸 和幸,1,先発,勝,106,23,6,18,6,0,0,1,0,0.00
20260808_G-S_18,2026-08-08,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,田和 廉,2,救援,,12,3,0.1,1,0,0,0,1,1,27.00
20260808_G-S_18,2026-08-08,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,森田 駿哉,3,救援,,4,2,0.2,2,0,0,0,0,0,0.00
20260808_G-S_18,2026-08-08,土,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,代木 大和,4,救援,,32,9,2,6,2,0,0,0,0,0.00
20260808_L-H_19,2026-08-08,土,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,埼玉西武ライオンズ,上茶谷 大河,1,先発,,103,25,7,21,7,0,0,0,0,0.00
20260808_L-H_19,2026-08-08,土,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,埼玉西武ライオンズ,松本 裕樹,2,救援,敗,17,5,1,3,0,0,0,2,2,18.00
20260808_F-E_18,2026-08-08,土,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,加藤 貴之,1,先発,敗,105,28,6.1,19,4,0,0,4,2,2.84
20260808_F-E_18,2026-08-08,土,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,上原 健太,2,救援,,23,5,0.2,2,0,0,0,2,2,27.00
20260808_F-E_18,2026-08-08,土,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,孫 易磊,3,救援,,17,6,2,6,2,0,0,0,0,0.00
20260807_M-B_18,2026-08-07,金,パ・リーグ公式戦,ビジター,オリックス・バファローズ,千葉ロッテマリーンズ,寺西 成騎,1,先発,勝,102,25,6,18,6,0,0,2,2,3.00
20260807_M-B_18,2026-08-07,金,パ・リーグ公式戦,ビジター,オリックス・バファローズ,千葉ロッテマリーンズ,山﨑 颯一郎,2,救援,H,20,4,1,3,1,0,0,0,0,0.00
20260807_M-B_18,2026-08-07,金,パ・リーグ公式戦,ビジター,オリックス・バファローズ,千葉ロッテマリーンズ,椋木 蓮,3,救援,,17,5,1,3,0,0,0,0,0,0.00
20260807_M-B_18,2026-08-07,金,パ・リーグ公式戦,ビジター,オリックス・バファローズ,千葉ロッテマリーンズ,Ａ．マチャド,4,救援,,9,3,1,3,2,0,0,0,0,0.00
20260807_DB-C_16,2026-08-07,金,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,広島東洋カープ,平良 拳太郎,1,先発,勝,99,27,7,21,3,0,0,1,1,1.29
20260807_DB-C_16,2026-08-07,金,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,広島東洋カープ,Ｊ．ルイーズ,2,救援,H,14,4,1,3,0,0,0,0,0,0.00
20260807_DB-C_16,2026-08-07,金,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,広島東洋カープ,Ｓ．レイノルズ,3,救援,S,17,4,1,3,0,0,0,0,0,0.00
20260807_DB-C_16,2026-08-07,金,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,森下 暢仁,1,先発,敗,112,27,7,21,7,0,0,2,2,2.57
20260807_DB-C_16,2026-08-07,金,セ・リーグ公式戦,ビジター,広島東洋カープ,横浜DeNAベイスターズ,髙 太一,2,救援,,11,3,1,3,2,0,0,0,0,0.00
20260807_T-D_17,2026-08-07,金,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,才木 浩人,1,先発,,114,27,8,24,8,1,0,0,0,0.00
20260807_T-D_17,2026-08-07,金,セ・リーグ公式戦,ホーム,阪神タイガース,中日ドラゴンズ,Ｒ．ドリス,2,救援,敗,30,7,1,3,1,2,0,3,3,27.00
20260807_L-H_18,2026-08-07,金,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,福岡ソフトバンクホークス,髙橋 光成,1,先発,,98,23,6,18,6,0,0,1,1,1.50
20260807_L-H_18,2026-08-07,金,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,福岡ソフトバンクホークス,森脇 亮介,2,救援,敗,22,6,1,3,1,0,0,2,2,18.00
20260807_L-H_18,2026-08-07,金,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,福岡ソフトバンクホークス,佐藤 隼輔,3,救援,,14,6,1,3,0,0,0,2,2,18.00
20260807_L-H_18,2026-08-07,金,パ・リーグ公式戦,ホーム,埼玉西武ライオンズ,福岡ソフトバンクホークス,黒木 優太,4,救援,,9,3,1,3,2,0,0,0,0,0.00
20260807_M-B_18,2026-08-07,金,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,オリックス・バファローズ,廣池 康志郎,1,先発,敗,98,28,6,18,1,0,0,5,5,7.50
20260807_M-B_18,2026-08-07,金,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,オリックス・バファローズ,坂本 光士郎,2,救援,,39,11,2,6,3,0,0,1,0,0.00
20260807_M-B_18,2026-08-07,金,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,オリックス・バファローズ,髙橋 快秀,3,救援,,15,3,1,3,1,0,0,0,0,0.00
20260807_T-D_17,2026-08-07,金,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,髙橋 宏斗,1,先発,,80,18,5,15,9,1,0,2,2,3.60
20260807_T-D_17,2026-08-07,金,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,Ａ．アブレウ,2,救援,,15,3,1,3,2,0,0,0,0,0.00
20260807_T-D_17,2026-08-07,金,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,齋藤 綱記,3,救援,,9,3,1,3,1,0,0,0,0,0.00
20260807_T-D_17,2026-08-07,金,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,藤嶋 健人,4,救援,勝,15,4,1,3,1,0,0,0,0,0.00
20260807_T-D_17,2026-08-07,金,セ・リーグ公式戦,ビジター,中日ドラゴンズ,阪神タイガース,松山 晋也,5,救援,S,18,5,1,3,1,1,0,0,0,0.00
20260807_G-S_17,2026-08-07,金,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,読売ジャイアンツ,奥川 恭伸,1,先発,勝,115,29,9,27,7,0,0,0,0,0.00
20260807_F-E_17,2026-08-07,金,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,Ｊ．ウレーニャ,1,先発,,72,21,5,15,5,0,0,0,0,0.00
20260807_F-E_17,2026-08-07,金,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,加治屋 蓮,2,救援,H,8,4,1,3,1,0,0,0,0,0.00
20260807_F-E_17,2026-08-07,金,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,泰 勝利,3,救援,H,12,3,1,3,2,0,0,0,0,0.00
20260807_F-E_17,2026-08-07,金,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,九谷 瑠,4,救援,,23,8,1,3,1,0,0,2,2,18.00
20260807_F-E_17,2026-08-07,金,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,中込 陽翔,5,救援,敗,17,4,0.1,1,0,0,0,1,0,0.00
20260807_G-S_17,2026-08-07,金,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,Ｓ．ハワード,1,先発,敗,109,29,7,21,8,0,0,1,1,1.29
20260807_G-S_17,2026-08-07,金,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,堀田 賢慎,2,救援,,9,3,1,3,0,0,0,0,0,0.00
20260807_G-S_17,2026-08-07,金,セ・リーグ公式戦,ホーム,読売ジャイアンツ,東京ヤクルトスワローズ,森田 駿哉,3,救援,,12,3,1,3,1,0,0,0,0,0.00
20260807_L-H_18,2026-08-07,金,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,埼玉西武ライオンズ,松本 晴,1,先発,勝,103,26,7,21,10,0,0,1,1,1.29
20260807_L-H_18,2026-08-07,金,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,埼玉西武ライオンズ,松本 裕樹,2,救援,,24,6,1,3,3,0,0,1,1,9.00
20260807_L-H_18,2026-08-07,金,パ・リーグ公式戦,ビジター,福岡ソフトバンクホークス,埼玉西武ライオンズ,杉山 一樹,3,救援,S,17,4,1,3,0,0,0,0,0,0.00
20260807_F-E_17,2026-08-07,金,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,達 孝太,1,先発,,109,29,7,21,7,0,1,2,2,2.57
20260807_F-E_17,2026-08-07,金,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,生田目 翼,2,救援,,11,3,1,3,1,0,0,0,0,0.00
20260807_F-E_17,2026-08-07,金,パ・リーグ公式戦,ホーム,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,柳川 大晟,3,救援,勝,10,3,1,3,0,0,0,0,0,0.00
20260806_B-E_15,2026-08-06,木,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,田嶋 大樹,1,先発,敗,72,19,5,15,3,0,0,3,3,5.40
20260806_B-E_15,2026-08-06,木,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,吉田 輝星,2,救援,,9,3,1,3,0,0,0,0,0,0.00
20260806_B-E_15,2026-08-06,木,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,阿部 翔太,3,救援,,20,4,1,3,2,0,0,0,0,0.00
20260806_B-E_15,2026-08-06,木,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,山田 修義,4,救援,,13,3,0.1,1,0,0,0,0,0,0.00
20260806_B-E_15,2026-08-06,木,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,山岡 泰輔,5,救援,,15,3,0.2,2,1,0,0,0,0,0.00
20260806_B-E_15,2026-08-06,木,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,入山 海斗,6,救援,,11,3,1,3,0,0,0,0,0,0.00
20260806_DB-T_16,2026-08-06,木,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,阪神タイガース,Ｏ．ビド,1,先発,敗,67,18,2,6,2,0,0,8,8,36.00
20260806_DB-T_16,2026-08-06,木,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,阪神タイガース,若松 尚輝,2,救援,,66,19,4.2,14,2,0,0,1,1,1.93
20260806_DB-T_16,2026-08-06,木,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,阪神タイガース,松本 凌人,3,救援,,1,1,0.1,1,0,0,0,0,0,0.00
20260806_DB-T_16,2026-08-06,木,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,阪神タイガース,吉野 光樹,4,救援,,36,12,2,6,3,0,0,1,0,0.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ホーム,広島東洋カープ,読売ジャイアンツ,岡本 駿,1,先発,,55,19,4,12,3,1,0,4,4,9.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ホーム,広島東洋カープ,読売ジャイアンツ,菊地 ハルン,2,救援,H,17,4,1,3,2,0,0,0,0,0.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ホーム,広島東洋カープ,読売ジャイアンツ,遠藤 淳志,3,救援,H,13,3,1,3,2,0,0,0,0,0.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ホーム,広島東洋カープ,読売ジャイアンツ,辻 大雅,4,救援,敗,30,6,0.2,2,0,0,0,4,4,54.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ホーム,広島東洋カープ,読売ジャイアンツ,益田 武尚,5,救援,,12,3,0.1,1,1,0,0,0,0,0.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ホーム,広島東洋カープ,読売ジャイアンツ,黒原 拓未,6,救援,,44,11,1.2,5,2,0,0,3,3,16.20
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ホーム,広島東洋カープ,読売ジャイアンツ,赤木 晴哉,7,救援,,5,1,0.1,1,0,0,0,0,0,0.00
20260806_DB-T_16,2026-08-06,木,セ・リーグ公式戦,ビジター,阪神タイガース,横浜DeNAベイスターズ,大竹 耕太郎,1,先発,勝,76,23,6,18,1,0,0,3,3,4.50
20260806_DB-T_16,2026-08-06,木,セ・リーグ公式戦,ビジター,阪神タイガース,横浜DeNAベイスターズ,木下 里都,2,救援,,14,6,1,3,1,0,0,1,1,9.00
20260806_DB-T_16,2026-08-06,木,セ・リーグ公式戦,ビジター,阪神タイガース,横浜DeNAベイスターズ,及川 雅貴,3,救援,,17,4,1,3,0,0,0,1,1,9.00
20260806_DB-T_16,2026-08-06,木,セ・リーグ公式戦,ビジター,阪神タイガース,横浜DeNAベイスターズ,工藤 泰成,4,救援,,16,3,1,3,2,0,0,0,0,0.00
20260806_D-S_16,2026-08-06,木,セ・リーグ公式戦,ホーム,中日ドラゴンズ,東京ヤクルトスワローズ,金丸 夢斗,1,先発,,116,28,7,21,5,0,0,0,0,0.00
20260806_D-S_16,2026-08-06,木,セ・リーグ公式戦,ホーム,中日ドラゴンズ,東京ヤクルトスワローズ,橋本 侑樹,2,救援,勝,14,3,1,3,2,0,0,0,0,0.00
20260806_D-S_16,2026-08-06,木,セ・リーグ公式戦,ホーム,中日ドラゴンズ,東京ヤクルトスワローズ,草加 勝,3,救援,,15,4,1,3,1,0,0,0,0,0.00
20260806_D-S_16,2026-08-06,木,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,中日ドラゴンズ,増居 翔太,1,先発,,87,23,6,18,2,0,0,0,0,0.00
20260806_D-S_16,2026-08-06,木,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,中日ドラゴンズ,星 知弥,2,救援,H,13,4,1,3,1,0,0,0,0,0.00
20260806_D-S_16,2026-08-06,木,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,中日ドラゴンズ,清水 昇,3,救援,敗,15,5,0.1,1,0,0,0,4,1,27.00
20260806_D-S_16,2026-08-06,木,セ・リーグ公式戦,ビジター,東京ヤクルトスワローズ,中日ドラゴンズ,阪口 皓亮,4,救援,,20,5,0.2,2,0,0,0,1,1,13.50
20260806_B-E_15,2026-08-06,木,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,オリックス・バファローズ,岸 孝之,1,先発,勝,102,25,7,21,3,0,0,1,1,1.29
20260806_B-E_15,2026-08-06,木,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,オリックス・バファローズ,九谷 瑠,2,救援,H,10,3,1,3,0,0,0,0,0,0.00
20260806_B-E_15,2026-08-06,木,パ・リーグ公式戦,ビジター,東北楽天ゴールデンイーグルス,オリックス・バファローズ,藤平 尚真,3,救援,S,6,3,1,3,1,0,0,0,0,0.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ビジター,読売ジャイアンツ,広島東洋カープ,又木 鉄平,1,先発,,72,18,3.2,11,2,0,0,4,4,9.82
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ビジター,読売ジャイアンツ,広島東洋カープ,泉 圭輔,2,救援,,32,7,1.1,4,2,0,0,2,2,13.50
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ビジター,読売ジャイアンツ,広島東洋カープ,船迫 大雅,3,救援,勝,12,3,1,3,1,0,0,0,0,0.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ビジター,読売ジャイアンツ,広島東洋カープ,堀田 賢慎,4,救援,H,15,3,1,3,2,0,0,0,0,0.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ビジター,読売ジャイアンツ,広島東洋カープ,田中 瑛斗,5,救援,H,16,4,1,3,0,0,0,1,0,0.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ビジター,読売ジャイアンツ,広島東洋カープ,赤星 優志,6,救援,,12,3,0.1,1,0,0,0,0,0,0.00
20260806_C-G_14,2026-08-06,木,セ・リーグ公式戦,ビジター,読売ジャイアンツ,広島東洋カープ,Ｒ．マルティネス,7,救援,S,7,2,0.2,2,0,0,0,0,0,0.00
20260806_H-F_17,2026-08-06,木,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,北海道日本ハムファイターズ,Ｃ．スチュワート・ジュニア,1,先発,,96,24,6,18,7,0,0,2,2,3.00
20260806_H-F_17,2026-08-06,木,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,北海道日本ハムファイターズ,Ｄ．ヘルナンデス,2,救援,H,12,4,1,3,1,0,0,0,0,0.00
20260806_H-F_17,2026-08-06,木,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,北海道日本ハムファイターズ,Ｒ．オスナ,3,救援,敗,16,5,0.1,1,0,0,0,4,4,108.00
20260806_H-F_17,2026-08-06,木,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,北海道日本ハムファイターズ,木村 光,4,救援,,19,3,0.2,2,2,0,0,0,0,0.00
20260806_H-F_17,2026-08-06,木,パ・リーグ公式戦,ホーム,福岡ソフトバンクホークス,北海道日本ハムファイターズ,伊藤 優輔,5,救援,,5,3,1,3,0,0,0,0,0,0.00
20260806_H-F_17,2026-08-06,木,パ・リーグ公式戦,ビジター,北海道日本ハムファイターズ,福岡ソフトバンクホークス,細野 晴希,1,先発,,103,27,6,18,7,0,0,2,2,3.00
20260806_H-F_17,2026-08-06,木,パ・リーグ公式戦,ビジター,北海道日本ハムファイターズ,福岡ソフトバンクホークス,孫 易磊,2,救援,H,11,3,0.2,2,0,0,0,0,0,0.00
20260806_H-F_17,2026-08-06,木,パ・リーグ公式戦,ビジター,北海道日本ハムファイターズ,福岡ソフトバンクホークス,堀 瑞輝,3,救援,勝,6,1,0.1,1,1,0,0,0,0,0.00
20260806_H-F_17,2026-08-06,木,パ・リーグ公式戦,ビジター,北海道日本ハムファイターズ,福岡ソフトバンクホークス,上原 健太,4,救援,,10,3,1,3,0,0,0,0,0,0.00
20260806_H-F_17,2026-08-06,木,パ・リーグ公式戦,ビジター,北海道日本ハムファイターズ,福岡ソフトバンクホークス,柳川 大晟,5,救援,,19,4,1,3,1,1,0,0,0,0.00
20260805_B-E_14,2026-08-05,水,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,Ａ．エスピノーザ,1,先発,勝,111,30,7,21,4,0,0,1,1,1.29
20260805_B-E_14,2026-08-05,水,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,椋木 蓮,2,救援,H,13,3,1,3,1,0,0,0,0,0.00
20260805_B-E_14,2026-08-05,水,パ・リーグ公式戦,ホーム,オリックス・バファローズ,東北楽天ゴールデンイーグルス,Ａ．マチャド,3,救援,S,6,3,1,3,0,0,0,0,0,0.00
20260805_DB-T_15,2026-08-05,水,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,阪神タイガース,東 克樹,1,先発,勝,96,28,7,21,6,0,0,3,3,3.86
20260805_DB-T_15,2026-08-05,水,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,阪神タイガース,Ｈ．マルセリーノ,2,救援,,13,4,0+,0,0,1,0,4,4,
20260805_DB-T_15,2026-08-05,水,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,阪神タイガース,松本 凌人,3,救援,,7,3,1,3,0,0,0,0,0,0.00
20260805_DB-T_15,2026-08-05,水,セ・リーグ公式戦,ホーム,横浜DeNAベイスターズ,阪神タイガース,伊勢 大夢,4,救援,,15,3,1,3,2,0,0,0,0,0.00
20260805_C-G_13,2026-08-05,水,セ・リーグ公式戦,ホーム,広島東洋カープ,読売ジャイアンツ,森 翔平,1,先発,敗,111,28,7,21,8,1,0,3,3,3.86
20260805_C-G_13,2026-08-05,水,セ・リーグ公式戦,ホーム,広島東洋カープ,読売ジャイアンツ,アドゥワ 誠,2,救援,,36,8,2,6,1,0,0,1,1,4.50
20260805_DB-T_15,2026-08-05,水,セ・リーグ公式戦,ビジター,阪神タイガース,横浜DeNAベイスターズ,髙橋 遥人,1,先発,敗,64,19,4,12,2,0,0,6,4,9.00
20260805_DB-T_15,2026-08-05,水,セ・リーグ公式戦,ビジター,阪神タイガース,横浜DeNAベイスターズ,早川 太貴,2,救援,,46,16,2,6,2,0,0,5,5,22.50
20260805_DB-T_15,2026-08-05,水,セ・リーグ公式戦,ビジター,阪神タイガース,横浜DeNAベイスターズ,Ａ．セベリーノ,3,救援,,16,5,1,3,2,0,0,0,0,0.00
20260805_DB-T_15,2026-08-05,水,セ・リーグ公式戦,ビジター,阪神タイガース,横浜DeNAベイスターズ,神宮 僚介,4,救援,,14,3,1,3,1,0,0,0,0,0.00
20260805_M-L_16,2026-08-05,水,パ・リーグ公式戦,ビジター,埼玉西武ライオンズ,千葉ロッテマリーンズ,佐藤 爽,1,先発,敗,92,29,6.1,19,3,0,0,7,7,9.95
20260805_M-L_16,2026-08-05,水,パ・リーグ公式戦,ビジター,埼玉西武ライオンズ,千葉ロッテマリーンズ,中村 祐太,2,救援,,29,7,1.2,5,2,0,0,1,1,5.40
20260805_M-L_16,2026-08-05,水,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,埼玉西武ライオンズ,毛利 海大,1,先発,勝,86,22,6,18,5,0,0,0,0,0.00
20260805_M-L_16,2026-08-05,水,パ・リーグ公式戦,ホーム,千葉ロッテマリーンズ,埼玉西武ライオンズ,中森 俊介,2,救援,,11,4,1,3,0,0,0,0,0,0.00
