選手名,球団,対球団名,試合,打率,本塁打,打点,盗塁,更新日
赤羽 由紘,東京ヤクルトスワローズ,北海道日本ハムファイターズ,3,0.385,0,1,0,2026/06/28
赤羽 由紘,東京ヤクルトスワローズ,オリックス・バファローズ,3,0.083,0,1,0,2026/06/28
赤羽 由紘,東京ヤクルトスワローズ,東北楽天ゴールデンイーグルス,0,,0,0,0,2026/06/28
赤羽 由紘,東京ヤクルトスワローズ,埼玉西武ライオンズ,0,,0,0,0,2026/06/28
赤羽 由紘,東京ヤクルトスワローズ,千葉ロッテマリーンズ,1,0.000,0,0,1,2026/06/28
並木 秀尊,東京ヤクルトスワローズ,阪神タイガース,1,0.000,0,0,1,2026/06/28
並木 秀尊,東京ヤクルトスワローズ,横浜DeNAベイスターズ,4,0.500,0,1,1,2026/06/28
並木 秀尊,東京ヤクルトスワローズ,読売ジャイアンツ,6,0.333,1,1,2,2026/06/28
並木 秀尊,東京ヤクルトスワローズ,中日ドラゴンズ,3,0.286,0,0,2,2026/06/28
並木 秀尊,東京ヤクルトスワローズ,広島東洋カープ,4,0.125,0,0,2,2026/06/28
